pair_id,block_id,macro_domain_id,macro_domain_name,difficulty_tier,national_statute_title,national_statute_citation,national_statute_text,local_ordinance_title,local_ordinance_citation,ordinance_hypothesis_text,local_legislative_provenance,ordinance_source_type,ordinance_reference_context,presumed_gold_label,presumed_rationale,assigned_panel,assigned_annotators
GT-203,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 1: Surface & Quantitative,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 3,"SECTION 3. MERCURY THERMOMETER PROHIBITION. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, public and private clinical laboratories operating within Davao City shall replace all mercury-containing glass thermometers with certified digital sensor thermometers within ninety (90) calendar days. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Actual Davao City Ordinance Adaptation,Davao City Clinical Thermometer Mercury Prohibition Ordinance [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Neutral,Regulates clinical laboratory instrument safety; neutral regarding statutory universal healthcare coverage.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-204,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 6,"SECTION 6. REAL PROPERTY REQUIREMENT FOR HEALTH ENROLLMENT. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, free primary and emergency healthcare consultations at municipal health centers shall be restricted to residents who present proof of real property ownership within Davao City. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Limiting Free Basic Medical Services to Registered Homeowners,Contradiction,Unlawful preemption of universal healthcare rights. RA 11223 guarantees every Filipino citizen immediate access to comprehensive primary and emergency healthcare services without local property ownership barriers.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-205,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Section 7,"SECTION 7. MANDATORY LOCAL FILTERING OF DISEASE REPORTS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, private clinical laboratories detecting notifiable pathogens within Davao City shall transmit laboratory reports exclusively to the host barangay council, withholding statutory epidemiological notices from the Department of Health pending local clearance. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Conditioning Epidemic Reporting on Barangay Verification,Contradiction,Breach of statutory reporting mandates. RA 11332 commands immediate mandatory reporting of notifiable diseases directly to the Department of Health Epidemiology Bureau.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-206,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Section 4,"SECTION 4. EXEMPTION OF VAPOR PRODUCTS IN WORKPLACES. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, the use of electronic nicotine delivery systems and vaporized tobacco devices is permitted inside enclosed commercial workplaces and municipal government offices. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Exempting Electronic Vapor Products from Public Place Restrictions,Contradiction,Breach of statutory indoor air protections. National clean air and tobacco control statutes extend public indoor smoking prohibitions to electronic vapor devices in workplaces and government facilities.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-207,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Section 6,"SECTION 6. REAL PROPERTY REQUIREMENT FOR HEALTH ENROLLMENT. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, free primary and emergency healthcare consultations at municipal health centers shall be restricted to residents who present proof of real property ownership within Davao City. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","Proposed City Ordinance No. 2024-067, Series of 2024 (The Davao City Advanced Specialized Trauma Referral and Clinical Residency Surcharge Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Limiting Free Basic Medical Services to Registered Homeowners [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Contradiction,Unlawful preemption of universal healthcare rights. RA 11223 guarantees every Filipino citizen immediate access to comprehensive primary and emergency healthcare services without local property ownership barriers.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-208,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Section 7,"SECTION 7. MANDATORY LOCAL FILTERING OF DISEASE REPORTS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, private clinical laboratories detecting notifiable pathogens within Davao City shall transmit laboratory reports exclusively to the host barangay council, withholding statutory epidemiological notices from the Department of Health pending local clearance. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-088, Series of 2024 (The Davao City Community Cluster Quarantine and Neighborhood Epidemiological Tracking Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Conditioning Epidemic Reporting on Barangay Verification [District 2 (Buhangin/Bunawan) - Urban Commercial Corridor],Contradiction,Breach of statutory reporting mandates. RA 11332 commands immediate mandatory reporting of notifiable diseases directly to the Department of Health Epidemiology Bureau.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-209,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Section 4,"SECTION 4. EXEMPTION OF VAPOR PRODUCTS IN WORKPLACES. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, the use of electronic nicotine delivery systems and vaporized tobacco devices is permitted inside enclosed commercial workplaces and municipal government offices. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","Proposed City Ordinance No. 2024-049, Series of 2024 (The Davao City Open-Air Waterfront Hospitality and Controlled Smoking Patio Measure)",Synthetically Proposed Municipal Draft Clause,Draft Ordinance Exempting Electronic Vapor Products from Public Place Restrictions [District 3 (Toril/Calinan/Marilog) - Suburban Residential Zone],Contradiction,Breach of statutory indoor air protections. National clean air and tobacco control statutes extend public indoor smoking prohibitions to electronic vapor devices in workplaces and government facilities.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-210,Block_3,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 5,"SECTION 5. PROMPT EMERGENCY PATIENT STABILIZATION. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, municipal health stations shall stabilize walk-in emergency patients immediately without financial pre-conditions, coordinating transfer to specialized tertiary facilities in accordance with PhilHealth referral protocols. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Actual Davao City Local Issuance Adaptation,Davao City District Health Center Network Referral Protocol,Entailment,Direct execution of statutory emergency stabilization mandates under national universal healthcare laws.,Panel_C,"SP-ANN-07, SP-ANN-08, SP-ANN-09"
GT-211,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 5,"SECTION 5. SECURE EPIDEMIOLOGICAL DATA TRANSMISSION. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, the City Health Office Epidemiology and Surveillance Unit shall manage contact tracing data through encrypted digital platforms accessible only to authorized health personnel in compliance with DOH standards. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Actual Davao City Local Issuance Adaptation,Davao City Epidemiological Surveillance and Contact Tracing Protocol,Entailment,Compliant local epidemiological surveillance executing statutory reporting with strict data privacy safeguards.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-212,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Section 6,"SECTION 6. DESIGNATED OUTDOOR SMOKING AREAS. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, designated smoking areas in commercial complexes shall be situated strictly in open outdoor spaces, positioned at least ten (10) meters away from building entrances, operable windows, and public access pathways. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Designated Smoking Area Standards Protocol,Entailment,Compliant local enforcement establishing strict outdoor designated smoking areas adhering to statutory parameters.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-213,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 5,"SECTION 5. PROMPT EMERGENCY PATIENT STABILIZATION. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, municipal health stations shall stabilize walk-in emergency patients immediately without financial pre-conditions, coordinating transfer to specialized tertiary facilities in accordance with PhilHealth referral protocols. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Actual Davao City Local Issuance Adaptation,Davao City District Health Center Network Referral Protocol [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Entailment,Direct execution of statutory emergency stabilization mandates under national universal healthcare laws.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-214,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Section 5,"SECTION 5. SECURE EPIDEMIOLOGICAL DATA TRANSMISSION. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, the City Health Office Epidemiology and Surveillance Unit shall manage contact tracing data through encrypted digital platforms accessible only to authorized health personnel in compliance with DOH standards. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0715-20, Series of 2020 (The Davao City Epidemiological Disease Surveillance and Health Data Confidentiality Code)",Actual Davao City Local Issuance Adaptation,Davao City Epidemiological Surveillance and Contact Tracing Protocol [District 2 (Buhangin/Bunawan) - Urban Commercial Corridor],Entailment,Compliant local epidemiological surveillance executing statutory reporting with strict data privacy safeguards.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-215,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Section 6,"SECTION 6. DESIGNATED OUTDOOR SMOKING AREAS. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, designated smoking areas in commercial complexes shall be situated strictly in open outdoor spaces, positioned at least ten (10) meters away from building entrances, operable windows, and public access pathways. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","City Ordinance No. 0367-18, Series of 2018 (The Comprehensive Davao City Smoke-Free Public Environments and Tobacco Regulation Code)",Actual Davao City Landmark Ordinance Adaptation,Davao City Designated Smoking Area Standards Protocol [District 3 (Toril/Calinan/Marilog) - Suburban Residential Zone],Entailment,Compliant local enforcement establishing strict outdoor designated smoking areas adhering to statutory parameters.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-216,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Section 5,"SECTION 5. PROMPT EMERGENCY PATIENT STABILIZATION. — Pursuant to the local health autonomy mandate under Republic Act No. 7160 and in pursuit of the Universal Health Care framework, municipal health stations shall stabilize walk-in emergency patients immediately without financial pre-conditions, coordinating transfer to specialized tertiary facilities in accordance with PhilHealth referral protocols. The City Health Office (CHO) and the City Epidemiological Surveillance Unit shall deploy health sanitary inspectors to ensure strict protocol enforcement.","City Ordinance No. 0502-21, Series of 2021 (The Davao City Universal Primary Health Care Network and Clinical Integration Code)",Actual Davao City Local Issuance Adaptation,Davao City District Health Center Network Referral Protocol [District 1 (Poblacion/Talomo) - Agricultural Buffer & Upland Watershed],Entailment,Direct execution of statutory emergency stabilization mandates under national universal healthcare laws.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-217,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 5,"SECTION 5. INFECTIOUS WASTE BIN SPECIFICATIONS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, clinical sharps disposal containers utilized in municipal health stations shall be constructed of rigid, puncture-proof red polypropylene bearing biohazard insignias. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Actual Davao City Local Issuance Adaptation,Davao City Medical Center Biohazard Waste Bin Color-Coding Protocol,Neutral,Regulates clinical infectious waste container standards; neutral regarding universal medical care rights.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-218,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Section 3,"SECTION 3. VACCINE COLD-CHAIN TEMPERATURE LOGS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, clinic nurses shall verify and record digital temperatures of vaccine storage refrigerators twice daily to ensure uninterrupted cold-chain preservation. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Actual Davao City Local Issuance Adaptation,Davao City Medical Refrigerator Temperature Monitoring Protocol,Neutral,Regulates clinic refrigeration temperature monitoring; neutral regarding statutory communicable disease reporting.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-219,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",Section 3,"SECTION 3. ROTATIONAL LAWN IRRIGATION SCHEDULE. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, automated sprinkler systems installed within urban plazas shall operate exclusively during early morning hours between four o'clock and six o'clock to conserve municipal treated water. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",Actual Davao City Local Issuance Adaptation,Davao City Public Park Lawn Sprinkler Operation Schedule,Neutral,Regulates public park irrigation hours; neutral regarding statutory tobacco smoking prohibitions.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-220,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 5,"SECTION 5. INFECTIOUS WASTE BIN SPECIFICATIONS. — In the exercise of municipal police power to preserve public hygiene and prevent the transmission of communicable illnesses, clinical sharps disposal containers utilized in municipal health stations shall be constructed of rigid, puncture-proof red polypropylene bearing biohazard insignias. The Davao City Anti-Smoking Task Force, in coordination with the Davao City Police Office, shall conduct random inspections of regulated public spaces.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Actual Davao City Local Issuance Adaptation,Davao City Medical Center Biohazard Waste Bin Color-Coding Protocol [District 1 (Poblacion/Talomo) - Coastal Maritime Zone],Neutral,Regulates clinical infectious waste container standards; neutral regarding universal medical care rights.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
GT-221,Block_4,4,"Public Health, Hospitals & Medical Services",Tier 2: Preemption & Carve-Outs,Republic Act No. 11332 (Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concern Act),Section 9,"Section 9. Prohibited Acts. — The following shall be prohibited under this Act: (a) Unauthorized disclosure of private and confidential information pertaining to a patient's medical condition or treatment; (b) Non-cooperation of persons and entities that should report and/or respond to notifiable diseases or health events of public health concern; and (c) Non-cooperation of the person or firms categorized as having the notifiable disease, or affected by the health event of public concern.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Section 3,"SECTION 3. VACCINE COLD-CHAIN TEMPERATURE LOGS. — To protect public health, promote clinical safety standards, and safeguard patient welfare across all medical facilities in Davao City, clinic nurses shall verify and record digital temperatures of vaccine storage refrigerators twice daily to ensure uninterrupted cold-chain preservation. Non-compliance with the health and sanitation directives established herein shall warrant the immediate revocation of the establishment's sanitary permit.","City Ordinance No. 0210-17, Series of 2017 (The Davao City Health Center Clinical Furniture Surface Sanitization Standard)",Actual Davao City Local Issuance Adaptation,Davao City Medical Refrigerator Temperature Monitoring Protocol [District 2 (Buhangin/Bunawan) - Urban Commercial Corridor],Neutral,Regulates clinic refrigeration temperature monitoring; neutral regarding statutory communicable disease reporting.,Panel_D,"SP-ANN-10, SP-ANN-11, SP-ANN-12"
