Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-234,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 9211 (Tobacco Regulation Act of 2003),Section 5,"Section 5. Smoking in Public Places. — Smoking shall be absolutely prohibited in the following public places: (a) Centers of youth activity such as playschools, elementary schools, high schools, colleges and universities, youth hostels and recreational facilities for persons under eighteen (18) years old; (b) Elevators and stairwells; (c) Locations in which fire hazards are present, including gas stations and storage areas for flammable materials; (d) Within the buildings and premises of public and private hospitals, medical, dental, and optical clinics, health centers, nursing homes, dispensaries and laboratories; and (e) Public conveyances and public facilities.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",Section 6,"SECTION 6. SLIP-RESISTANT WALKWAY SEALANT. — To advance public health protection and ensure the comprehensive monitoring of sanitation standards across commercial and healthcare properties, pedestrian pathways within municipal recreational gardens shall be treated with silicone water-repellent sealant to minimize moss accumulation and prevent pedestrian slips during rainstorms. The City Administrator shall coordinate with local barangay health workers to maintain community health surveillance and ensure adherence to this Section.","City Ordinance No. 0184-16, Series of 2016 (The Davao City Public Park Masonry Walkway Anti-Algae Coating Specification Standard)",,,
GT-235,"Public Health, Hospitals & Medical Services",Tier 3: Latent & Paraphrastic,Republic Act No. 11223 (Universal Health Care Act),Section 6,"Section 6. Service Coverage. — (a) Every Filipino shall be granted immediate eligibility and access to preventive, promotive, curative, rehabilitative, and palliative care for medical, dental, mental and emergency health services, delivered either as population-based or individual-based health services. (b) PhilHealth and the Department of Health (DOH), in coordination with local government units (LGUs), shall endeavor to provide a primary health care delivery system that will afford every Filipino access to a licensed primary care provider of choice without financial hardship at the point of service.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",Section 4,"SECTION 4. AUTOCLAVE TEMPERATURE MONITORING LOGS. — In the exercise of municipal regulatory authority to maintain clean air, clinical safety, and hygienic living conditions for all residents, dental clinic personnel operating steam autoclave sterilizers shall log vacuum pressure indicators following each sterilization batch to confirm complete pathogen neutralization. Municipal health inspectors are hereby empowered to examine business premises and recommend administrative closure for establishments failing to observe these health rules.","City Ordinance No. 0325-18, Series of 2018 (The Davao City Public Health Center Dental Equipment Autoclave Sterilization Standard)",,,
GT-236,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",Section 4,"SECTION 4. MORATORIUM ON MINERAL AGREEMENTS. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, the Sangguniang Panlungsod hereby declares an absolute ten-year ban on the issuance and execution of all national Mineral Production Sharing Agreements (MPSA) and Financial or Technical Assistance Agreements (FTAA) across all marine territorial waters off Davao City. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",,,
GT-237,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",Section 5,"SECTION 5. COMMERCIAL FISHING AUTHORIZATION IN MUNICIPAL WATERS. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, commercial fishing vessels measuring between twenty (20) and one hundred fifty (150) gross tons are hereby authorized to conduct commercial purse-seine and trawl fishing within municipal waters extending three (3) kilometers from the shoreline of Davao City. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",,,
GT-238,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",Section 4,"SECTION 4. LOCAL MUNICIPAL PERMIT TO CARRY FIREARMS. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, licensed firearm holders residing within Davao City must apply for and secure a City Mayor's Permit to Carry Firearms Outside of Residence, paying an annual municipal fee of Five Thousand Pesos (PHP 5,000.00), prior to transporting registered firearms across city streets. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",,,
GT-239,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",Section 4,"SECTION 4. MORATORIUM ON MINERAL AGREEMENTS. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, the Sangguniang Panlungsod hereby declares an absolute ten-year ban on the issuance and execution of all national Mineral Production Sharing Agreements (MPSA) and Financial or Technical Assistance Agreements (FTAA) across all marine territorial waters off Davao City. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",,,
GT-240,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",Section 3,"SECTION 3. ENVIRONMENTAL COMPLIANCE REQUISITE. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, in accordance with Section 70 of Republic Act No. 7942, commercial quarry operators extracting sand and gravel within Davao City shall secure an Environmental Compliance Certificate from the DENR prior to the issuance of a City Mayor's Quarry Permit. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",,,
GT-241,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",Section 3,"SECTION 3. ARTISANAL MUNICIPAL FISHER REGISTRATION. — To protect ecological stability, ensure sustainable natural resource utilization, and preserve public safety across the city, pursuant to Section 18 of Republic Act No. 8550, the City Agriculture Office shall maintain a municipal fisherfolk registry, granting priority exploitation rights within the fifteen (15) kilometer municipal waters to resident subsistence fisherfolk. Violations of the environmental conditions and licensing restrictions specified herein shall be penalized under the Davao City Ecological Solid Waste Management Code.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",,,
GT-242,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","City Ordinance No. 0635-21, Series of 2021 (The Davao City Public Assembly Firearms Safety and Peace Maintenance Code)",Section 3,"SECTION 3. RECOGNITION OF NATIONAL PNP PTCFOR LICENSES. — To protect ecological stability, ensure sustainable natural resource utilization, and preserve public safety across the city, in accordance with Section 31 of Republic Act No. 10591, the Davao City Police Office shall verify that any civilian individual carrying a concealed registered firearm in public places holds a valid Permit to Carry Firearms Outside of Residence issued by the Chief of the PNP. Violations of the environmental conditions and licensing restrictions specified herein shall be penalized under the Davao City Ecological Solid Waste Management Code.","City Ordinance No. 0635-21, Series of 2021 (The Davao City Public Assembly Firearms Safety and Peace Maintenance Code)",,,
GT-243,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",Section 3,"SECTION 3. ENVIRONMENTAL COMPLIANCE REQUISITE. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, in accordance with Section 70 of Republic Act No. 7942, commercial quarry operators extracting sand and gravel within Davao City shall secure an Environmental Compliance Certificate from the DENR prior to the issuance of a City Mayor's Quarry Permit. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",,,
GT-244,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",Section 3,"SECTION 3. ARTISANAL MUNICIPAL FISHER REGISTRATION. — To protect ecological stability, ensure sustainable natural resource utilization, and preserve public safety across the city, pursuant to Section 18 of Republic Act No. 8550, the City Agriculture Office shall maintain a municipal fisherfolk registry, granting priority exploitation rights within the fifteen (15) kilometer municipal waters to resident subsistence fisherfolk. Violations of the environmental conditions and licensing restrictions specified herein shall be penalized under the Davao City Ecological Solid Waste Management Code.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",,,
GT-245,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",Section 4,"SECTION 4. POTTING SOIL COMPOSITION. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, municipal botanical nurseries propagating indigenous hardwood saplings shall blend garden topsoil with river sand in a ratio of two (2) parts topsoil to one (1) part river sand. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",,,
GT-246,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","City Ordinance No. 0203-17, Series of 2017 (The Davao City Fish Landing Terminal Market Weighing Scale Calibration Standard)",Section 4,"SECTION 4. MOORING BOLLARD SPECIFICATIONS. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, cast-iron mooring bollards installed along municipal fish landing wharves shall have a rated holding tensile capacity of not less than thirty (30) metric tons. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","City Ordinance No. 0203-17, Series of 2017 (The Davao City Fish Landing Terminal Market Weighing Scale Calibration Standard)",,,
GT-247,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","City Ordinance No. 0312-18, Series of 2018 (The Davao City Public Pyrotechnic Display Standby Fire Equipment Specification Standard)",Section 4,"SECTION 4. PYROTECHNIC TEMPORARY STORAGE DISTANCES. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, temporary commercial storage warehouses stocking authorized pyrotechnic display materials shall maintain a separation clearance of not less than fifty (50) meters from fuel storage tanks. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","City Ordinance No. 0312-18, Series of 2018 (The Davao City Public Pyrotechnic Display Standby Fire Equipment Specification Standard)",,,
GT-248,Statutory Codes & General Legal Amendments,Tier 1: Surface & Quantitative,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",Section 4,"SECTION 4. POTTING SOIL COMPOSITION. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, municipal botanical nurseries propagating indigenous hardwood saplings shall blend garden topsoil with river sand in a ratio of two (2) parts topsoil to one (1) part river sand. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","City Ordinance No. 0339-19, Series of 2019 (The Davao City Botanical Garden Herbarium Specimen Preservation Standard)",,,
GT-249,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",Section 6,"SECTION 6. REVOCATION OF NATIONAL ENVIRONMENTAL COMPLIANCE CERTIFICATES. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, the City Environment and Natural Resources Office is authorized to revoke Environmental Compliance Certificates (ECC) issued by the national Department of Environment and Natural Resources for large-scale mining operations situated within regional boundaries. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",,,
GT-250,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",Section 7,"SECTION 7. EXCLUSION OF MUNICIPAL FISHERS FROM ADJACENT PROVINCES. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, marginal municipal fisherfolk registered in neighboring municipalities across the Davao Gulf are prohibited from casting non-motorized fishing nets in Davao City municipal waters, reserving all fishing grounds exclusively to voters of Davao City. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",,,
GT-251,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",Section 6,"SECTION 6. PROHIBITION OF NATIONAL PTCFOR PERMITS IN BUSINESS PARKS. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, duly issued national Permits to Carry Firearms Outside Residence (PTCFOR) issued by the Chief of the PNP are hereby rendered null and void within all commercial business districts and shopping malls situated in Davao City. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",,,
GT-252,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",Section 6,"SECTION 6. REVOCATION OF NATIONAL ENVIRONMENTAL COMPLIANCE CERTIFICATES. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, the City Environment and Natural Resources Office is authorized to revoke Environmental Compliance Certificates (ECC) issued by the national Department of Environment and Natural Resources for large-scale mining operations situated within regional boundaries. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-112, Series of 2024 (The Davao City Upland Ecological Preservation and Commercial Quarry Moratorium Measure)",,,
GT-253,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",Section 7,"SECTION 7. EXCLUSION OF MUNICIPAL FISHERS FROM ADJACENT PROVINCES. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, marginal municipal fisherfolk registered in neighboring municipalities across the Davao Gulf are prohibited from casting non-motorized fishing nets in Davao City municipal waters, reserving all fishing grounds exclusively to voters of Davao City. The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","Proposed City Ordinance No. 2024-077, Series of 2024 (The Davao City Deep-Water Commercial Trawler Permitting and Licensing Surcharge Measure)",,,
GT-254,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",Section 6,"SECTION 6. PROHIBITION OF NATIONAL PTCFOR PERMITS IN BUSINESS PARKS. — Pursuant to the environmental management and resource conservation powers of Davao City under national environmental statutes, duly issued national Permits to Carry Firearms Outside Residence (PTCFOR) issued by the Chief of the PNP are hereby rendered null and void within all commercial business districts and shopping malls situated in Davao City. The City Environment and Natural Resources Office (CENRO), in coordination with the Department of Environment and Natural Resources, shall conduct field monitoring.","Proposed City Ordinance No. 2024-138, Series of 2024 (The Davao City Civic Festival Area Auxiliary Weapon Verification and Inspection Measure)",,,
GT-255,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 7942 (Philippine Mining Act of 1995),Section 70,"Section 70. Environmental Impact Assessment (EIA). — Except during the exploration period of a mineral agreement or permit, an environmental clearance certificate shall be required based on an environmental impact assessment and procedures under the Philippine Environmental Impact Statement System including Sections 26 and 27 of the Local Government Code of 1991 which require prior consultation with affected communities and local government units.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",Section 5,"SECTION 5. MULTI-PARTITE MONITORING TEAMS. — To protect ecological stability, ensure sustainable natural resource utilization, and preserve public safety across the city, the City Environment and Natural Resources Office shall participate in multi-partite monitoring teams organized by the Mines and Geosciences Bureau (MGB) to inspect commercial extraction sites for ecological rehabilitation compliance. Violations of the environmental conditions and licensing restrictions specified herein shall be penalized under the Davao City Ecological Solid Waste Management Code.","City Ordinance No. 0491-22, Series of 2022 (The Davao City Environmental Impact Review and Mining Watershed Protection Code)",,,
GT-256,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 8550 (The Philippine Fisheries Code of 1998),Section 18,"Section 18. Users of Municipal Waters. — All fishery related activities in municipal waters, as defined in this Code, shall be utilized by municipal fisherfolk and their cooperatives who are listed in the registry of municipal fisherfolk. The municipal or city government may, through its local chief executive and acting pursuant to an appropriate ordinance, permit small and medium commercial fishing vessels to operate within the ten point one (10.1) to fifteen (15) kilometer area from the shoreline in municipal waters, provided, that no commercial fishing is allowed in waters with depth less than seven (7) fathoms, and prior public consultation with the FARMC has been conducted.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",Section 6,"SECTION 6. COMMERCIAL FISHING BOAT CLEARANCE IN DEEP WATERS. — In the exercise of municipal regulatory jurisdiction over local water bodies, coastal resources, and municipal public lands, small commercial fishing vessels between 3.1 and 20 gross tons may operate within municipal waters between 10.1 and 15 kilometers, provided the depth exceeds seven fathoms and upon approval of the Fisheries and Aquatic Resources Management Council (FARMC). The City Agriculture Office and the Fisheries and Aquatic Resources Management Council (FARMC) shall oversee maritime zone enforcement.","City Ordinance No. 0278-19, Series of 2019 (The Davao City Municipal Coastal Waters and Artisanal Fisheries Protection Code)",,,
GT-257,Statutory Codes & General Legal Amendments,Tier 2: Preemption & Carve-Outs,Republic Act No. 10591 (Comprehensive Firearms and Ammunition Regulation Act),Section 31,"Section 31. Absence of Permit to Carry Outside of Residence. — The penalty of prision correccional and a fine of Ten thousand pesos (P10,000.00) shall be imposed upon any person who is licensed to own a firearm but who shall carry the registered firearm outside his/her residence without any legal permit to carry issued by the Chief of the Philippine National Police (PNP).","City Ordinance No. 0635-21, Series of 2021 (The Davao City Public Assembly Firearms Safety and Peace Maintenance Code)",Section 5,"SECTION 5. WEAPONS RESTRICTION IN GOVERNMENT HALLS. — To protect ecological stability, ensure sustainable natural resource utilization, and preserve public safety across the city, civilians holding valid PTCFOR licenses shall deposit their firearms in secure lockboxes at building security entrances before entering City Hall administrative offices, in harmony with national police facility security guidelines. Violations of the environmental conditions and licensing restrictions specified herein shall be penalized under the Davao City Ecological Solid Waste Management Code.","City Ordinance No. 0635-21, Series of 2021 (The Davao City Public Assembly Firearms Safety and Peace Maintenance Code)",,,
