Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-096,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",Section 8,"SECTION 8. PROHIBITED DISPOSAL AND PENALTIES. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, it shall be unlawful for any corporate entity or industrial establishment within the territorial jurisdiction of Davao City to discharge untreated industrial liquid waste into the Davao River or municipal drainage networks; and any violator found guilty shall, upon conviction before the proper court, be punished by a fine of Twenty-Five Thousand Pesos (PHP 25,000.00) per violation. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",,,
GT-097,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",Section 5,"SECTION 5. LOWERING AGE OF JUVENILE CUSTODIAL PROSECUTION. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, any adolescent aged twelve (12) years or older apprehended committing property offenses or repeated nocturnal status offenses within Davao City shall be subjected to formal criminal arrest, detention in police lock-up facilities, and criminal trial before regular municipal trial courts. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",,,
GT-098,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 152(c),"Section 152(c). Barangay Clearance. — No city or municipality may issue any license or permit for any business or activity unless a clearance is first obtained from the barangay where such business or activity is located or conducted. For such clearance, the sangguniang barangay may impose a reasonable fee. The application for clearance shall be acted upon within seven (7) working days from the filing thereof. In the event that the clearance is not issued within the said period, the city or municipality may issue the said license or permit.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",Section 4,"SECTION 4. DISPENSATION OF BARANGAY CLEARANCE REQUIREMENTS. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, the Business Bureau of Davao City is authorized to issue annual Mayor's Business Permits directly to commercial enterprises without requiring prior barangay clearances from the host barangay council. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",,,
GT-099,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",Section 8,"SECTION 8. PROHIBITED DISPOSAL AND PENALTIES. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, it shall be unlawful for any corporate entity or industrial establishment within the territorial jurisdiction of Davao City to discharge untreated industrial liquid waste into the Davao River or municipal drainage networks; and any violator found guilty shall, upon conviction before the proper court, be punished by a fine of Twenty-Five Thousand Pesos (PHP 25,000.00) per violation. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",,,
GT-100,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",Section 5,"SECTION 5. LOWERING AGE OF JUVENILE CUSTODIAL PROSECUTION. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, any adolescent aged twelve (12) years or older apprehended committing property offenses or repeated nocturnal status offenses within Davao City shall be subjected to formal criminal arrest, detention in police lock-up facilities, and criminal trial before regular municipal trial courts. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",,,
GT-101,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",Section 6,"SECTION 6. PENAL PROVISIONS. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, any person who commits any of the prohibited acts under this Ordinance shall, upon conviction before the proper court, be penalized with a fine not exceeding Five Thousand Pesos (PHP 5,000.00) or imprisonment for a period not exceeding one (1) year, or both, at the discretion of the court. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",,,
GT-102,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","City Ordinance No. 0385-18, Series of 2018 (The Davao City Juvenile Welfare Diversion and Non-Custodial Intervention Code)",Section 4,"SECTION 4. STATUTORY EXEMPTION FROM CRIMINAL LIABILITY. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, in strict observance of Section 6 of Republic Act No. 9344, children fifteen (15) years of age or below who commit infractions within Davao City shall be unconditionally exempt from criminal prosecution, undergoing community-based diversion programs. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0385-18, Series of 2018 (The Davao City Juvenile Welfare Diversion and Non-Custodial Intervention Code)",,,
GT-103,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 152(c),"Section 152(c). Barangay Clearance. — No city or municipality may issue any license or permit for any business or activity unless a clearance is first obtained from the barangay where such business or activity is located or conducted. For such clearance, the sangguniang barangay may impose a reasonable fee. The application for clearance shall be acted upon within seven (7) working days from the filing thereof. In the event that the clearance is not issued within the said period, the city or municipality may issue the said license or permit.","City Ordinance No. 0440-21, Series of 2021 (The Davao City Barangay Clearance and Municipal Business Permit Harmonization Code)",Section 3,"SECTION 3. PREREQUISITE BARANGAY CLEARANCE VERIFICATION. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, pursuant to Section 152(c) of Republic Act No. 7160, the Business Bureau shall require proof of an official barangay clearance issued by the host barangay prior to releasing any Mayor's Business Permit. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","City Ordinance No. 0440-21, Series of 2021 (The Davao City Barangay Clearance and Municipal Business Permit Harmonization Code)",,,
GT-104,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",Section 6,"SECTION 6. PENAL PROVISIONS. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, any person who commits any of the prohibited acts under this Ordinance shall, upon conviction before the proper court, be penalized with a fine not exceeding Five Thousand Pesos (PHP 5,000.00) or imprisonment for a period not exceeding one (1) year, or both, at the discretion of the court. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",,,
GT-105,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","City Ordinance No. 0385-18, Series of 2018 (The Davao City Juvenile Welfare Diversion and Non-Custodial Intervention Code)",Section 4,"SECTION 4. STATUTORY EXEMPTION FROM CRIMINAL LIABILITY. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, in strict observance of Section 6 of Republic Act No. 9344, children fifteen (15) years of age or below who commit infractions within Davao City shall be unconditionally exempt from criminal prosecution, undergoing community-based diversion programs. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0385-18, Series of 2018 (The Davao City Juvenile Welfare Diversion and Non-Custodial Intervention Code)",,,
GT-106,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","City Ordinance No. 0405-18, Series of 2018 (The Davao City Municipal Streetlighting and Public Highway Illumination Specification Code)",Section 4,"SECTION 4. TRAFFIC ENFORCEMENT SUBSIDY. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, the City Transport and Traffic Management Office shall provide active field traffic personnel with an annual uniform maintenance subsidy of Three Thousand Pesos (PHP 3,000.00) payable from the general administrative fund. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0405-18, Series of 2018 (The Davao City Municipal Streetlighting and Public Highway Illumination Specification Code)",,,
GT-107,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","City Ordinance No. 0244-17, Series of 2017 (The Davao City Municipal Public Building Emergency Evacuation Route and Stairwell Standard)",Section 4,"SECTION 4. DAYCARE FLOOR AREA REQUIREMENTS. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, barangay daycare centers established within Davao City shall maintain an indoor instructional floor space of not less than thirty (30) square meters per class. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0244-17, Series of 2017 (The Davao City Municipal Public Building Emergency Evacuation Route and Stairwell Standard)",,,
GT-108,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 152(c),"Section 152(c). Barangay Clearance. — No city or municipality may issue any license or permit for any business or activity unless a clearance is first obtained from the barangay where such business or activity is located or conducted. For such clearance, the sangguniang barangay may impose a reasonable fee. The application for clearance shall be acted upon within seven (7) working days from the filing thereof. In the event that the clearance is not issued within the said period, the city or municipality may issue the said license or permit.","City Ordinance No. 0188-16, Series of 2016 (The Davao City Barangay Hall Public Information Bulletin Board Standardization Standard)",Section 4,"SECTION 4. BARANGAY HALL COOLING SPECIFICATIONS. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, air-conditioning units installed inside newly constructed barangay community multi-purpose halls shall possess a minimum cooling capacity of two (2) horsepower. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","City Ordinance No. 0188-16, Series of 2016 (The Davao City Barangay Hall Public Information Bulletin Board Standardization Standard)",,,
GT-109,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","City Ordinance No. 0405-18, Series of 2018 (The Davao City Municipal Streetlighting and Public Highway Illumination Specification Code)",Section 4,"SECTION 4. TRAFFIC ENFORCEMENT SUBSIDY. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, the City Transport and Traffic Management Office shall provide active field traffic personnel with an annual uniform maintenance subsidy of Three Thousand Pesos (PHP 3,000.00) payable from the general administrative fund. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0405-18, Series of 2018 (The Davao City Municipal Streetlighting and Public Highway Illumination Specification Code)",,,
GT-110,Local Government & Territorial Boundaries,Tier 1: Surface & Quantitative,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","City Ordinance No. 0244-17, Series of 2017 (The Davao City Municipal Public Building Emergency Evacuation Route and Stairwell Standard)",Section 4,"SECTION 4. DAYCARE FLOOR AREA REQUIREMENTS. — To protect family welfare, maintain nocturnal peace, and strengthen juvenile diversion programs across all administrative districts, barangay daycare centers established within Davao City shall maintain an indoor instructional floor space of not less than thirty (30) square meters per class. Violations of the administrative standards established under this provision shall be prosecuted in accordance with the penal provisions of the Davao City Children's Welfare Code.","City Ordinance No. 0244-17, Series of 2017 (The Davao City Municipal Public Building Emergency Evacuation Route and Stairwell Standard)",,,
GT-111,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",Section 5,"SECTION 5. SUMMARY EASEMENT CLEARANCE AND FORFEITURE. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, property owners within Davao City who construct permanent structures or fences encroaching on public road easements shall suffer immediate summary demolition and municipal forfeiture of their registered land title without judicial expropriation or criminal court proceedings. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",,,
GT-112,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",Section 7,"SECTION 7. LOCK-UP CONFINEMENT FOR CURFEW INFRACTIONS. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, minors apprehended wandering on public thoroughfares between 10:00 PM and 5:00 AM without adult escort shall be remanded to the barangay police lock-up facility for mandatory three-day detention prior to parental release. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",,,
GT-113,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 152(c),"Section 152(c). Barangay Clearance. — No city or municipality may issue any license or permit for any business or activity unless a clearance is first obtained from the barangay where such business or activity is located or conducted. For such clearance, the sangguniang barangay may impose a reasonable fee. The application for clearance shall be acted upon within seven (7) working days from the filing thereof. In the event that the clearance is not issued within the said period, the city or municipality may issue the said license or permit.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",Section 6,"SECTION 6. EXCLUSION OF COMMERCIAL ZONES FROM BARANGAY JURISDICTION. — In accordance with the territorial jurisdiction and municipal regulatory authority of the Sangguniang Panlungsod of Davao City, commercial shopping malls and heavy industrial plants operating within prime urban zones are hereby exempt from securing barangay clearances from host barangays, remitting all regulatory clearance fees exclusively to the City Treasurer. Component barangay councils, through their respective Lupong Tagapamayapa and barangay tanods, shall monitor neighborhood compliance within their territorial boundaries.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",,,
GT-114,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",Section 5,"SECTION 5. SUMMARY EASEMENT CLEARANCE AND FORFEITURE. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, property owners within Davao City who construct permanent structures or fences encroaching on public road easements shall suffer immediate summary demolition and municipal forfeiture of their registered land title without judicial expropriation or criminal court proceedings. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-061, Series of 2024 (The Davao City Commercial Curfew Enforcement and Business Operating License Surcharge Measure)",,,
GT-115,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 9344 (Juvenile Justice and Welfare Act of 2006),Section 6,"Section 6. Minimum Age of Criminal Responsibility. — A child fifteen (15) years of age or under at the time of the commission of the offense shall be exempt from criminal liability. However, the child shall be subjected to an intervention program pursuant to Section 20 of this Act. A child above fifteen (15) years but below eighteen (18) years of age shall likewise be exempt from criminal liability and be subjected to an intervention program, unless he/she has acted with discernment, in which case, such child shall be subjected to the appropriate proceedings in accordance with this Act.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",Section 7,"SECTION 7. LOCK-UP CONFINEMENT FOR CURFEW INFRACTIONS. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, minors apprehended wandering on public thoroughfares between 10:00 PM and 5:00 AM without adult escort shall be remanded to the barangay police lock-up facility for mandatory three-day detention prior to parental release. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","Proposed City Ordinance No. 2024-105, Series of 2024 (The Davao City Youth Nocturnal Behavioral Reformation and Residential Reflection Measure)",,,
GT-116,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 152(c),"Section 152(c). Barangay Clearance. — No city or municipality may issue any license or permit for any business or activity unless a clearance is first obtained from the barangay where such business or activity is located or conducted. For such clearance, the sangguniang barangay may impose a reasonable fee. The application for clearance shall be acted upon within seven (7) working days from the filing thereof. In the event that the clearance is not issued within the said period, the city or municipality may issue the said license or permit.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",Section 6,"SECTION 6. EXCLUSION OF COMMERCIAL ZONES FROM BARANGAY JURISDICTION. — In accordance with the territorial jurisdiction and municipal regulatory authority of the Sangguniang Panlungsod of Davao City, commercial shopping malls and heavy industrial plants operating within prime urban zones are hereby exempt from securing barangay clearances from host barangays, remitting all regulatory clearance fees exclusively to the City Treasurer. Component barangay councils, through their respective Lupong Tagapamayapa and barangay tanods, shall monitor neighborhood compliance within their territorial boundaries.","Proposed City Ordinance No. 2024-119, Series of 2024 (The Davao City Integrated Municipal Business One-Stop Licensing and Clearance Surcharge Measure)",,,
GT-117,Local Government & Territorial Boundaries,Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 458(a)(1)(iii),"Section 458(a)(1)(iii). Curfew and Public Order Powers. — (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants, and in the proper exercise of the corporate powers of the city, shall: (1) Approve ordinances and pass resolutions to protect the general welfare of the city and its inhabitants, and in pursuit thereof shall: (iii) Enact curfew ordinances regulating the movement and presence of minors during late-night hours, and adopt appropriate preventive measures to protect youth from juvenile delinquency.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",Section 9,"SECTION 9. ADMINISTRATIVE COMPROMISE CITATION SCHEME. — Pursuant to Section 16 and Section 458 of Republic Act No. 7160 in the exercise of legislative police power to preserve peace and order, traffic violators apprehended by the City Transport and Traffic Management Office who elect to settle their administrative liabilities without court litigation may pay standard compromise settlement fees established strictly within statutory penal boundaries. The Davao City Police Office (DCPO) and the City Social Welfare and Development Office (CSWDO) shall conduct nightly joint patrols to ensure full enforcement.","City Ordinance No. 0219-19, Series of 2019 (The Comprehensive Davao City Youth Protection and Public Order Curfew Code)",,,
