Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-163,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","Proposed City Ordinance No. 2024-131, Series of 2024 (The Davao City Local Digital Resiliency and Municipal Internet Traffic Management Measure)",Section 6,"SECTION 6. LOCAL INTERCONNECTION ROUTING RESTRICTIONS. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, telecommunications carriers operating within Davao City are prohibited from routing voice or data transmission across competing cellular networks within city limits without prior municipal council authorization. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","Proposed City Ordinance No. 2024-131, Series of 2024 (The Davao City Local Digital Resiliency and Municipal Internet Traffic Management Measure)",,,
GT-164,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","Proposed City Ordinance No. 2024-098, Series of 2024 (The Davao City Distribution Network Reliability and Grid Improvement Assessment Measure)",Section 6,"SECTION 6. MUNICIPAL ADJUDICATION OF POWER DISPUTES. — In the exercise of municipal powers to regulate the use of public thoroughfares and utility corridors across Davao City, the City Legal Officer is authorized to adjudicate billing disputes, overcharging complaints, and rate contested cases between residential consumers and power distribution utilities within Davao City. The City Engineers Office, in coordination with the Energy Regulatory Commission regional desk, shall conduct periodic technical inspections of utility installations.","Proposed City Ordinance No. 2024-098, Series of 2024 (The Davao City Distribution Network Reliability and Grid Improvement Assessment Measure)",,,
GT-165,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",Section 5,"SECTION 5. CTTMO SPEED ENFORCEMENT PROTOCOL. — In the exercise of municipal powers to regulate the use of public thoroughfares and utility corridors across Davao City, the City Transport and Traffic Management Office (CTTMO) shall calibrate electronic radar speed guns to enforce statutory speed restrictions across crowded city streets and highway corridors. The City Engineers Office, in coordination with the Energy Regulatory Commission regional desk, shall conduct periodic technical inspections of utility installations.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",,,
GT-166,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",Section 5,"SECTION 5. UNDERGROUND UTILITY CONDUIT COORDINATION. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, telecommunications public utilities operating under valid NTC certificates shall coordinate with the City Engineer when excavating underground conduit corridors along public streets. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",,,
GT-167,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",Section 5,"SECTION 5. UTILITY POLE RELOCATION PROCEDURES. — Pursuant to the urban mobility and traffic management authority of the City Government of Davao under the Local Government Code, electric distribution utilities shall coordinate with the City Engineer when relocating utility poles affected by municipal road widening projects, following ERC distribution guidelines. The City Transport and Traffic Management Office (CTTMO) shall deploy traffic enforcers and install appropriate directional signages to ensure full operational compliance.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",,,
GT-168,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",Section 5,"SECTION 5. CTTMO SPEED ENFORCEMENT PROTOCOL. — In the exercise of municipal powers to regulate the use of public thoroughfares and utility corridors across Davao City, the City Transport and Traffic Management Office (CTTMO) shall calibrate electronic radar speed guns to enforce statutory speed restrictions across crowded city streets and highway corridors. The City Engineers Office, in coordination with the Energy Regulatory Commission regional desk, shall conduct periodic technical inspections of utility installations.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",,,
GT-169,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",Section 5,"SECTION 5. UNDERGROUND UTILITY CONDUIT COORDINATION. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, telecommunications public utilities operating under valid NTC certificates shall coordinate with the City Engineer when excavating underground conduit corridors along public streets. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",,,
GT-170,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",Section 5,"SECTION 5. UTILITY POLE RELOCATION PROCEDURES. — Pursuant to the urban mobility and traffic management authority of the City Government of Davao under the Local Government Code, electric distribution utilities shall coordinate with the City Engineer when relocating utility poles affected by municipal road widening projects, following ERC distribution guidelines. The City Transport and Traffic Management Office (CTTMO) shall deploy traffic enforcers and install appropriate directional signages to ensure full operational compliance.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",,,
GT-171,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",Section 5,"SECTION 5. CTTMO SPEED ENFORCEMENT PROTOCOL. — In the exercise of municipal powers to regulate the use of public thoroughfares and utility corridors across Davao City, the City Transport and Traffic Management Office (CTTMO) shall calibrate electronic radar speed guns to enforce statutory speed restrictions across crowded city streets and highway corridors. The City Engineers Office, in coordination with the Energy Regulatory Commission regional desk, shall conduct periodic technical inspections of utility installations.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",,,
GT-172,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",Section 5,"SECTION 5. ASPHALT WEARING COURSE SPECIFICATIONS. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, hot asphalt pavement mixtures utilized for municipal road resurfacing projects shall incorporate crushed basalt aggregates to ensure surface skid resistance. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",,,
GT-173,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",Section 5,"SECTION 5. ANTENNA MAST COLOR SCHEME. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, emergency municipal broadcast antenna towers erected on public buildings shall feature alternating bands of aviation orange and white enamel paint. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",,,
GT-174,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",Section 3,"SECTION 3. WORKSHOP POWER TOOL INSPECTIONS. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, portable electric drills and saws utilized in the municipal carpentry workshop shall undergo bi-monthly insulation testing by certified city electricians. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",,,
GT-175,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",Section 5,"SECTION 5. ASPHALT WEARING COURSE SPECIFICATIONS. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, hot asphalt pavement mixtures utilized for municipal road resurfacing projects shall incorporate crushed basalt aggregates to ensure surface skid resistance. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0362-19, Series of 2019 (The Davao City Highway Center Island Landscaping and Horticultural Maintenance Standard)",,,
GT-176,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",Section 5,"SECTION 5. ANTENNA MAST COLOR SCHEME. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, emergency municipal broadcast antenna towers erected on public buildings shall feature alternating bands of aviation orange and white enamel paint. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0271-18, Series of 2018 (The Davao City Municipal Sound Amplification and Acoustic Speaker Placement Standard)",,,
GT-177,Public Utilities & Telecom Franchises,Tier 2: Preemption & Carve-Outs,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",Section 3,"SECTION 3. WORKSHOP POWER TOOL INSPECTIONS. — To protect commuter safety, reduce vehicular congestion, and ensure equitable access to essential infrastructure networks, portable electric drills and saws utilized in the municipal carpentry workshop shall undergo bi-monthly insulation testing by certified city electricians. Transport operators and utility service providers failing to observe these municipal regulations shall face immediate citation and administrative impoundment.","City Ordinance No. 0195-17, Series of 2017 (The Davao City Municipal Motor Pool Workshop Electrical Panel Wiring Standard)",,,
GT-178,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","Proposed City Ordinance No. 2024-055, Series of 2024 (The Davao City Suburban Expressway Dynamic Corridor Flow and Transit Pace Regulation Measure)",Section 9,"SECTION 9. DYNAMIC VELOCITY CORRIDOR HARMONIZATION. — To enhance public convenience, alleviate vehicular gridlock, and preserve the physical integrity of city road networks, and to maximize traffic throughput along suburban bypass routes, the City Transport and Traffic Management Office may establish progressive green-wave transit corridors, authorizing motor vehicles maintaining synchronized formation to proceed at prevailing corridor design velocity. Municipal transport marshals shall conduct continuous monitoring along designated corridors to guarantee that vehicular movements strictly observe these guidelines.","Proposed City Ordinance No. 2024-055, Series of 2024 (The Davao City Suburban Expressway Dynamic Corridor Flow and Transit Pace Regulation Measure)",,,
GT-179,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","Proposed City Ordinance No. 2024-131, Series of 2024 (The Davao City Local Digital Resiliency and Municipal Internet Traffic Management Measure)",Section 8,"SECTION 8. PRIORITY CIVIL DEFENSE TELECOMMUNICATIONS QUEUING. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, telecommunications carriers operating base transceiver stations within municipal jurisdiction must configure network routing protocols to allocate dedicated bandwidth channels for municipal civil defense communications during severe weather advisories, conditioning cellular mast operating renewals on annual compliance certification. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","Proposed City Ordinance No. 2024-131, Series of 2024 (The Davao City Local Digital Resiliency and Municipal Internet Traffic Management Measure)",,,
GT-180,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","Proposed City Ordinance No. 2024-098, Series of 2024 (The Davao City Distribution Network Reliability and Grid Improvement Assessment Measure)",Section 8,"SECTION 8. MUNICIPAL GRID RESILIENCY INFRASTRUCTURE SURCHARGE. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, and to finance the conversion of overhead distribution cables into subterranean conduits, the City Council shall establish an auxiliary urban grid hardening fee to be unbundled on consumer electricity invoices, mandating the franchised distribution utility to collect the adjusted schedule. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","Proposed City Ordinance No. 2024-098, Series of 2024 (The Davao City Distribution Network Reliability and Grid Improvement Assessment Measure)",,,
GT-181,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","Proposed City Ordinance No. 2024-055, Series of 2024 (The Davao City Suburban Expressway Dynamic Corridor Flow and Transit Pace Regulation Measure)",Section 9,"SECTION 9. DYNAMIC VELOCITY CORRIDOR HARMONIZATION. — To enhance public convenience, alleviate vehicular gridlock, and preserve the physical integrity of city road networks, and to maximize traffic throughput along suburban bypass routes, the City Transport and Traffic Management Office may establish progressive green-wave transit corridors, authorizing motor vehicles maintaining synchronized formation to proceed at prevailing corridor design velocity. Municipal transport marshals shall conduct continuous monitoring along designated corridors to guarantee that vehicular movements strictly observe these guidelines.","Proposed City Ordinance No. 2024-055, Series of 2024 (The Davao City Suburban Expressway Dynamic Corridor Flow and Transit Pace Regulation Measure)",,,
GT-182,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 4136 (Land Transportation and Traffic Code),Section 35,"Section 35. Restriction as to speed. — (a) Any person driving a motor vehicle on a highway shall drive the same at a careful and prudent speed, not greater nor less than is reasonable and proper. (b) Subject to the provisions of the preceding paragraph, the rate of speed of any motor vehicle shall not exceed the following: on open country roads with no blind corners, eighty (80) km. per hour for passenger cars and motorcycles, and fifty (50) km. per hour for motor trucks and buses; on through streets or boulevards, forty (40) km. per hour; on city and municipal streets with light traffic, thirty (30) km. per hour; and through crowded streets, twenty (20) km. per hour. (c) The rates of speed herein prescribed shall not apply to emergency medical vehicles, fire department vehicles, or law enforcement officers pursuing traffic violators.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",Section 6,"SECTION 6. CORRIDOR SPEED CALIBRATION. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, the City Transport and Traffic Management Office shall position digital velocity detection monitors along major thoroughfares to deter dangerous rapid transit and enforce statutory vehicular speed ceilings. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0812-23, Series of 2023 (The Comprehensive Davao City Arterial Road Speed Limits and Traffic Safety Code)",,,
GT-183,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 7925 (Public Telecommunications Policy Act of 1995),Section 4,"Section 4. Declaration of National Policy. — Telecommunications is essential to the economic development, integrity and security of the Philippines, and as such shall be developed and administered as to safeguard, enrich and strengthen the economic, cultural, social and political fabric of the Philippines. A fundamental objective of government is to develop and maintain a viable, efficient, reliable and universally accessible telecommunications infrastructure. The expansion of telecommunications services shall be undertaken primarily by the private sector, and the entry and operation of telecommunications public utilities shall be regulated and supervised by the National Telecommunications Commission (NTC) as an independent administrative body pursuant to national policy.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",Section 7,"SECTION 7. EXPEDITED NETWORK INFRASTRUCTURE CLEARANCE. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, municipal zoning administrators shall expedite local building clearances for cellular transmission facilities to promote broadband connectivity for underserved rural communities in harmony with national telecommunications development goals. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0614-20, Series of 2020 (The Davao City Telecommunications Infrastructure and Digital Right-of-Way Coordination Code)",,,
GT-184,Public Utilities & Telecom Franchises,Tier 3: Latent & Paraphrastic,Republic Act No. 9136 (Electric Power Industry Reform Act of 2001),Section 43(u),"Section 43(u). Functions of the Energy Regulatory Commission (ERC). — The ERC shall have the original and exclusive jurisdiction over all cases contesting rates, fees, fines and penalties imposed in the exercise of its powers, functions and responsibilities, and over all cases involving disputes between and among participants or players in the energy sector. All actions shall be within the exclusive jurisdiction of the Commission, and local government units shall not modify, alter, or superimpose additional local retail tariff rates upon distribution utilities licensed by the Commission.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",Section 7,"SECTION 7. CLEARANCE OF POWER DISTRIBUTION CORRIDORS. — Pursuant to the police power of the Sangguniang Panlungsod to optimize urban transit flow and protect public safety along municipal roadways, municipal building inspectors shall coordinate with certified electric distribution utilities to ensure that private structures do not encroach upon high-voltage aerial distribution corridors. The City Transport and Traffic Management Office, in coordination with local traffic enforcers, shall oversee field operations and issue administrative citation notices.","City Ordinance No. 0388-19, Series of 2019 (The Davao City Electric Distribution Infrastructure and Power Safety Coordination Code)",,,
