Pair_ID,Macro_Domain,Difficulty_Tier,National_Statute_Title,Exact_Section_Citation,National_Statutory_Text,Local_Ordinance_Title,Local_Section_Citation,Local_Ordinance_Hypothesis_Text,Local_Legislative_Provenance,Annotator_Decision (Select: Entailment | Contradiction | Neutral),Annotator_Confidence (1-5),Annotator_Notes_Rationale
GT-306,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 5,"SECTION 5. ANNUAL FISCAL SURPLUS RECOVERY PROTOCOL. — Pursuant to the financial administration authority of the Sangguniang Panlungsod to optimize municipal capital allocation and disaster preparedness, at the conclusion of the municipal fiscal year, unutilized appropriations remaining in the localized emergency response allocation shall be transferred to the City General Fund to support municipal public infirmary maintenance and community health center infrastructure. The City Treasurer and the City Budget Officer shall maintain strict fiduciary accounting and furnish annual expenditure reports to the City Council.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",,,
GT-307,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",Section 6,"SECTION 6. STRATEGIC REPROGRAMMING OF UNALLOCATED DEVELOPMENT BALANCES. — Pursuant to the financial administration authority of the Sangguniang Panlungsod to optimize municipal capital allocation and disaster preparedness, and to support municipal trade missions and sister-city investment summits, unexpended appropriations under the annual local development fund may be reprogrammed by executive order to finance city protocol hospitality and international civic delegation hosting. The City Treasurer and the City Budget Officer shall maintain strict fiduciary accounting and furnish annual expenditure reports to the City Council.","Proposed City Ordinance No. 2024-085, Series of 2024 (The Davao City Capital Investment Sinking Fund and Municipal Personnel Allocation Measure)",,,
GT-308,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",Section 5,"SECTION 5. ANNUAL FISCAL SURPLUS RECOVERY PROTOCOL. — Pursuant to the financial administration authority of the Sangguniang Panlungsod to optimize municipal capital allocation and disaster preparedness, at the conclusion of the municipal fiscal year, unutilized appropriations remaining in the localized emergency response allocation shall be transferred to the City General Fund to support municipal public infirmary maintenance and community health center infrastructure. The City Treasurer and the City Budget Officer shall maintain strict fiduciary accounting and furnish annual expenditure reports to the City Council.","Proposed City Ordinance No. 2024-102, Series of 2024 (The Davao City Special Disaster Surplus Reversion and Multi-Year Infrastructure Measure)",,,
GT-309,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 7,"SECTION 7. LONG-TERM COMMUNITY ASSET CREATION. — Pursuant to the financial administration authority of the Sangguniang Panlungsod to optimize municipal capital allocation and disaster preparedness, municipal development appropriations shall prioritize durable public capital facilities including rural farm access roadways, barangay maternity clinics, and communal flood control barriers. The City Treasurer and the City Budget Officer shall maintain strict fiduciary accounting and furnish annual expenditure reports to the City Council.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",,,
GT-310,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Section 4,"SECTION 4. STATUTORY DISASTER RISK FINANCING. — In the exercise of sound fiscal stewardship over municipal resources and reserve funds held by the City Government of Davao, the local expenditure budget shall preserve mandatory fiscal reserves dedicated exclusively to disaster prevention, pre-disaster equipment acquisition, and rapid post-calamity relief operations. The City Planning and Development Office shall ensure that municipal development appropriations correspond directly to approved citywide priorities.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",,,
GT-311,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",Section 7,"SECTION 7. LONG-TERM COMMUNITY ASSET CREATION. — Pursuant to the financial administration authority of the Sangguniang Panlungsod to optimize municipal capital allocation and disaster preparedness, municipal development appropriations shall prioritize durable public capital facilities including rural farm access roadways, barangay maternity clinics, and communal flood control barriers. The City Treasurer and the City Budget Officer shall maintain strict fiduciary accounting and furnish annual expenditure reports to the City Council.","City Ordinance No. 0540-20, Series of 2020 (The Davao City 20% Local Development Fund Statutory Allocation and Expenditure Code)",,,
GT-312,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",Section 4,"SECTION 4. STATUTORY DISASTER RISK FINANCING. — In the exercise of sound fiscal stewardship over municipal resources and reserve funds held by the City Government of Davao, the local expenditure budget shall preserve mandatory fiscal reserves dedicated exclusively to disaster prevention, pre-disaster equipment acquisition, and rapid post-calamity relief operations. The City Planning and Development Office shall ensure that municipal development appropriations correspond directly to approved citywide priorities.","City Ordinance No. 0418-19, Series of 2019 (The Comprehensive Davao City Disaster Risk Reduction and Management Fund Allocation Code)",,,
GT-313,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Section 5,"SECTION 5. TREASURY VAULT KEY PROTOCOL. — To ensure transparent financial management and maintain robust reserve balances for emergency humanitarian operations across the city, combinations and physical safety keys to the municipal treasury currency storage vault shall remain under the personal custody of the City Treasurer and the Assistant Treasurer. The City Legal Office shall conduct periodic administrative reviews to ensure that all financial disbursements adhere strictly to local legislative authorizations.","City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",,,
GT-314,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 10121 (Philippine Disaster Risk Reduction and Management Act of 2010),Section 21,"Section 21. Local Disaster Risk Reduction and Management Fund (LDRRMF). — Not less than five percent (5%) of the estimated revenue from regular sources shall be set aside as the LDRRMF to support disaster risk management activities. Of the amount appropriated for LDRRMF, thirty percent (30%) shall be allocated as Quick Response Fund (QRF) or stand-by fund for relief and recovery programs in order that living conditions in communities stricken by disasters may be normalized as quickly as possible. Unexpended LDRRMF shall accrue to a special trust fund solely for the purpose of supporting disaster risk reduction activities within the next five (5) years.","City Ordinance No. 0191-17, Series of 2017 (The Davao City Evacuation Center Standby Diesel Generator Fuel Tank Safety Standard)",Section 6,"SECTION 6. EMERGENCY FUEL STORAGE INSPECTIONS. — In the exercise of sound fiscal stewardship over municipal resources and reserve funds held by the City Government of Davao, the City Central Emergency Communications and Dispatch facility shall inspect underground diesel fuel storage tanks quarterly to verify fuel readiness for standby emergency electric generators. The City Planning and Development Office shall ensure that municipal development appropriations correspond directly to approved citywide priorities.","City Ordinance No. 0191-17, Series of 2017 (The Davao City Evacuation Center Standby Diesel Generator Fuel Tank Safety Standard)",,,
GT-315,Public Finance & General Appropriations,Tier 3: Latent & Paraphrastic,Republic Act No. 7160 (The Local Government Code of 1991),Section 287,Section 287. Local Development Projects. — Each local government unit shall appropriate in its annual budget no less than twenty percent (20%) of its annual internal revenue allotment for local development projects. Copies of each local development plan shall be furnished the Department of the Interior and Local Government (DILG).,"City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",Section 5,"SECTION 5. TREASURY VAULT KEY PROTOCOL. — To ensure transparent financial management and maintain robust reserve balances for emergency humanitarian operations across the city, combinations and physical safety keys to the municipal treasury currency storage vault shall remain under the personal custody of the City Treasurer and the Assistant Treasurer. The City Legal Office shall conduct periodic administrative reviews to ensure that all financial disbursements adhere strictly to local legislative authorizations.","City Ordinance No. 0265-19, Series of 2019 (The Davao City Municipal Treasury Vault Security Keypad Access Specification Standard)",,,
GT-316,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 4,"SECTION 4. REAL PROPERTY TAX LEVY RATE ADJUSTMENT. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, the basic real property tax rate on all commercial and residential lands situated within the City of Davao is hereby fixed at five percent (5%) of the assessed property value. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-317,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 4,"SECTION 4. IMPOSITION OF AMUSEMENT TAX ON ADMISSION. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, there is hereby levied an amusement tax to be collected from the proprietors of movie theaters, concert auditoriums, and entertainment venues at the rate of thirty-five percent (35%) of gross receipts from admission fees. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
GT-318,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 4,"SECTION 4. REAL PROPERTY TAX LEVY RATE ADJUSTMENT. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, the basic real property tax rate on all commercial and residential lands situated within the City of Davao is hereby fixed at five percent (5%) of the assessed property value. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-319,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 4,"SECTION 4. IMPOSITION OF AMUSEMENT TAX ON ADMISSION. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, there is hereby levied an amusement tax to be collected from the proprietors of movie theaters, concert auditoriums, and entertainment venues at the rate of thirty-five percent (35%) of gross receipts from admission fees. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
GT-320,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 3,"SECTION 3. FIXING BASIC REAL PROPERTY TAX RATE. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, in accordance with Section 233 of Republic Act No. 7160, the basic real property tax levied upon taxable real property in Davao City is fixed at one point five percent (1.5%) of assessed value. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-321,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 3,"SECTION 3. STATUTORY TEN PERCENT AMUSEMENT TAX RATE. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, pursuant to Section 140 of Republic Act No. 7160, the amusement tax levied on commercial admission tickets to cinemas, theaters, and concert halls is hereby fixed at ten percent (10%) of gross receipts. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-322,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",Section 3,"SECTION 3. FIXING BASIC REAL PROPERTY TAX RATE. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, in accordance with Section 233 of Republic Act No. 7160, the basic real property tax levied upon taxable real property in Davao City is fixed at one point five percent (1.5%) of assessed value. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","City Ordinance No. 0725-22, Series of 2022 (The Davao City Real Property Tax Assessment and Revenue Administration Code)",,,
GT-323,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",Section 3,"SECTION 3. STATUTORY TEN PERCENT AMUSEMENT TAX RATE. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, pursuant to Section 140 of Republic Act No. 7160, the amusement tax levied on commercial admission tickets to cinemas, theaters, and concert halls is hereby fixed at ten percent (10%) of gross receipts. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","City Ordinance No. 0392-18, Series of 2018 (The Davao City Municipal Amusement Tax and Cultural Venue Licensing Code)",,,
GT-324,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 4,"SECTION 4. CADASTRAL MONUMENT SPECIFICATIONS. — Pursuant to the taxing and revenue-raising powers vested in the City Government of Davao under Title Two, Book II of Republic Act No. 7160, cylindrical concrete monuments marking municipal cadastral survey boundaries shall measure fifteen (15) centimeters in diameter by sixty (60) centimeters in length. The City Treasurer's Office and the City Assessor's Office shall implement systematic collection protocols and issue updated tax assessment notices.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
GT-325,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",Section 4,"SECTION 4. PROJECTION BOOTH AIR VENTILATION. — Pursuant to the taxing and revenue-raising powers vested in the City Government of Davao under Title Two, Book II of Republic Act No. 7160, movie theater projection booths housing digital cinematic laser projectors shall feature dedicated exhaust ductwork delivering an airflow rate of not less than three hundred (300) cubic feet per minute. The City Treasurer's Office and the City Assessor's Office shall implement systematic collection protocols and issue updated tax assessment notices.","City Ordinance No. 0284-18, Series of 2018 (The Davao City Theater Cinema Auditorium Chair Flame-Retardant Upholstery Standard)",,,
GT-326,"Taxation, Tariffs & Revenue Administration",Tier 1: Surface & Quantitative,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",Section 4,"SECTION 4. CADASTRAL MONUMENT SPECIFICATIONS. — Pursuant to the taxing and revenue-raising powers vested in the City Government of Davao under Title Two, Book II of Republic Act No. 7160, cylindrical concrete monuments marking municipal cadastral survey boundaries shall measure fifteen (15) centimeters in diameter by sixty (60) centimeters in length. The City Treasurer's Office and the City Assessor's Office shall implement systematic collection protocols and issue updated tax assessment notices.","City Ordinance No. 0348-19, Series of 2019 (The Davao City Geographic Information System Cadastral Parcel Mapping Standard)",,,
GT-327,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 7,"SECTION 7. ADMINISTRATIVE PROPERTY TAX INCREASES. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, the City Assessor is empowered to adjust residential real property tax rates upward by administrative circular without enacting an amendatory revenue ordinance through the City Council. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-328,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 6,"SECTION 6. AMUSEMENT TAXATION ON SCHOOL EVENTS. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, admission fees charged for inter-school athletic competitions and university educational stage plays held in Davao City shall be subject to municipal amusement taxes. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
GT-329,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 233,"Section 233. Rates of Levy on Real Property Tax. — A province or city or a municipality within the Metropolitan Manila Area shall fix a uniform rate of basic real property tax applicable to their respective localities as follows: (a) In the case of a province, at the rate not exceeding one percent (1%) of the assessed value of real property; and (b) In the case of a city or a municipality within the Metropolitan Manila Area, at the rate not exceeding two percent (2%) of the assessed value of real property.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",Section 7,"SECTION 7. ADMINISTRATIVE PROPERTY TAX INCREASES. — To generate necessary local government revenues for basic public services while maintaining fair commercial tax administration, the City Assessor is empowered to adjust residential real property tax rates upward by administrative circular without enacting an amendatory revenue ordinance through the City Council. Taxpayers failing to remit the prescribed municipal taxes within the statutory deadlines shall incur surcharges and interest under the Davao City Revenue Code.","Proposed City Ordinance No. 2024-064, Series of 2024 (The Davao City Commercial Real Estate Revenue Enhancement and Escalating Millage Measure)",,,
GT-330,"Taxation, Tariffs & Revenue Administration",Tier 2: Preemption & Carve-Outs,Republic Act No. 7160 (The Local Government Code of 1991),Section 140,"Section 140. Amusement Tax. — (a) The province or city may levy an amusement tax to be collected from the proprietors, lessees, or operators of theaters, cinemas, concert halls, circuses, boxing stadia, and other places of amusement at a rate of not more than thirty percent (30%) of the gross receipts from admission fees. (c) The holding of operas, concerts, dramas, recitals, painting and art exhibitions, flower shows, musical programs, literary and oratorical presentations, except pop, rock, or similar concerts shall be exempt from the payment of the tax hereon imposed.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",Section 6,"SECTION 6. AMUSEMENT TAXATION ON SCHOOL EVENTS. — In the exercise of municipal legislative authority to enact local tax measures and establish equitable assessment schedules, admission fees charged for inter-school athletic competitions and university educational stage plays held in Davao City shall be subject to municipal amusement taxes. The Business Bureau shall require proof of local tax settlement prior to the issuance or renewal of any commercial mayor's permit.","Proposed City Ordinance No. 2024-122, Series of 2024 (The Davao City Commercial Auditorium Performance and Cultural Development Charge Measure)",,,
